"up_mid","视频标题","视频链接","bvid","播放数","弹幕数","投币数","点赞数","分享数","收藏数","cid","分区","封面","时长（秒）","粉丝数","历史点赞数","历史稿件数","p_rating","源文件","封面评论","trending","emotion","visual","creativity"
527371042,"【S785i】最新视频已上线，快来围观！","https://www.bilibili.com/video/BV1ZFX4YGE3D","BV1ZFX4YGE3D",63,0,0,0,0,0,29012788075,"网络游戏","http://i2.hdslb.com/bfs/archive/e4342bcf3806278cefa12826ddb8bc1a731d3af1.jpg",374,347,3860,58,66.55172413793103,"merged.csv","图中无标题文字。画面构图采用对称设计，三个黑色剪影人物并排，背景为深色渐变，带有几何图案。色彩风格冷峻、神秘，主要以黑色和灰色为主。吸睛元素为人物剪影和背后的几何图案，整体感觉科技感强、未来感十足且略带悬疑氛围。",0.4,0.38,0.75,0.65
405025308,"武汉｜纯动物奶油蛋糕定制谁还没有好吃又好看的糕～","https://www.bilibili.com/video/BV1oFX4YGEoK","BV1oFX4YGEoK",447,0,0,6,0,0,29012788781,"美食制作","http://i1.hdslb.com/bfs/archive/338eef754f745ff4acd91cd004de5c91a2345de8.jpg",110,2062,9971,141,70.71631205673759,"merged.csv","图中有标题文字，内容为“欢迎收看己悦的蛋糕频道”，字体为白色，带有黑色描边，大小适中，位于图片中央偏下位置。构图上，画面分为多个区域，展示不同款式的蛋糕，色彩丰富鲜艳，主要以蛋糕的多彩装饰为主。吸睛元素包括多款精美的蛋糕和中间的文字标题。整体感觉活泼、温馨且吸引人。",0.7,0.75,0.82,0.68
595028888,"25广东省考素材系统班-民生","https://www.bilibili.com/video/BV1FXXWYgEJ2","BV1FXXWYgEJ2",36,0,0,1,0,1,29008006176,"职业职场","http://i2.hdslb.com/bfs/archive/d079a26eb5accc9b892b26018719f7b4659de68a.jpg",1785,5136,2274,202,11.257425742574258,"merged.csv","图中有标题文字，文字为“民生服务”，字体较大，使用橙色和红色渐变，粗体加粗样式。下方有较小的白色文字“25广东省考素材系统班”。构图简洁，以蓝色背景为主，文字居中突出。色彩风格明快、醒目，橙红渐变的标题吸引眼球。整体感觉专业、直观，传达信息清晰。",0.55,0.5,0.7,0.6
161181425,"零氪玩家日服第二十九天-养老式对抗","https://www.bilibili.com/video/BV1RPX4YzEuy","BV1RPX4YzEuy",259,0,0,6,0,0,29012854018,"手机游戏","http://i0.hdslb.com/bfs/archive/93c6b26fa92ea7d7d4f709969655d4b2257f0c7d.jpg",25,5210,39494,30,1316.4666666666667,"merged.csv","图中有标题文字，显示为“10.00”，字体为白色，大小适中，样式为简洁的无衬线字体。画面构图为俯视视角，色彩风格偏向冷色调，以灰蓝和白色为主，整体感觉紧张且充满科技感。吸睛元素是中心的动态效果和屏幕下方的蓝色进度条，增加了视觉冲击力。",0.65,0.7,0.8,0.75
3493082817366845,"百万级录音棚听《鸣潮》EP2.1「不羁灵魂之王（虽然是自封）（但包的）」","https://www.bilibili.com/video/BV1qFX4YVEC9","BV1qFX4YVEC9",21355,136,257,2406,32,371,29012659902,"音乐综合","http://i2.hdslb.com/bfs/archive/255c736856faed82158765b0271839cc9b9bddd5.jpg",225,1741621,22892037,2276,10058.01274165202,"merged.csv","图中有标题文字，文字为“鸣潮 不朽鸣潮之王”，字体为白色，大小适中，样式简洁明了。画面构图以中央的动漫角色为主视觉焦点，角色手持武器，姿态英勇，背景为深色调的海面与天空，营造出一种神秘与冒险的氛围。色彩风格以深蓝和黑色为主，辅以角色的亮色衣物形成对比。吸睛元素是中央的角色形象和动态姿态。整体感觉充满动感与奇幻色彩，给人以强烈的视觉冲击和探索欲望。",0.8,0.85,0.9,0.82
28475354,"孩子们，我回来了","https://www.bilibili.com/video/BV1ZFX4YGEjM","BV1ZFX4YGEjM",110,0,2,1,0,0,29012852790,"搞笑","http://i1.hdslb.com/bfs/archive/06bf9e65c070c39c50e94f3ef03d9a35a2f2906b.jpg",121,125,7780,260,29.923076923076923,"merged.csv","图中有标题文字，内容为“CCTV”和“2012”，其中“CCTV”为白色小号字体，“2012”为红色大号字体。画面构图为人物居中，背景为蓝色调舞台灯光效果，色彩风格鲜明，对比度高。吸睛元素是人物的发型和表情，整体感觉充满活力与激情。",0.5,0.55,0.65,0.58
15892313,"我让女明星穿上了我的蟑螂服吃火锅？","https://b23.tv/BV14vXWYQEBh","BV14vXWYQEBh",1477457,5735,22147,106985,5392,16648,29008462853,"日常","http://i0.hdslb.com/bfs/archive/5b676c2619e0e6d1e9b2fa23d340318ab3f7e40d.jpg",1031,2759247,25335859,184,137694.88586956522,"merged.csv","图中有标题文字，内容为“我和穿蟑螂服的陈都灵吃火锅？”，字体为白色，带有黑色描边，大小适中，采用粗体样式。画面构图以两个人物为中心，左侧人物表情夸张，右侧人物表情惊讶，形成对比。色彩风格鲜明，以黄色和红色为主，吸睛元素包括夸张的表情和标题文字的问号。整体感觉活泼、幽默且具有娱乐性。",0.85,0.88,0.95,0.82
497525820,"大众德国老板：我听不听劝？回答我！","https://b23.tv/BV1KwXNYaEB9","BV1KwXNYaEB9",2200793,3207,4091,121995,1268,13971,28975959164,"新能源车","http://i2.hdslb.com/bfs/archive/49936cc31a186e9c765d834f332c10bd02d3d928.jpg",318,1339050,3028757,64,47324.328125,"merged.csv","图中有标题文字，内容为“回答我！”，字体为粗体白色，大小适中，醒目突出。画面构图为人物特写，背景模糊，突出主体。色彩风格以冷色调为主，人物戴眼镜，表情严肃。吸睛元素为标题文字和人物表情。整体感觉紧张、直接且富有冲击力。",0.72,0.65,0.78,0.7
321422126,"游戏：回答我！为什么玩单机？！！","https://b23.tv/BV1YuXKY1EBF","BV1YuXKY1EBF",2136931,5345,18711,160146,1910,52631,28967178121,"搞笑","http://i0.hdslb.com/bfs/archive/d1202ae4391a212230842f6ac13ce138e7c8404e.jpg",384,4807252,94547915,698,135455.46561604584,"merged.csv","图中有标题文字，文字为“游戏界的MVP”，字体大小适中，样式为简洁的无衬线字体。画面构图以人物头像为中心，左侧有推荐图标和观看时长“总时数1145小时”。色彩风格以蓝色和黄色为主，对比鲜明。吸睛元素是模糊处理的人物头像和醒目的标题文字。整体感觉活泼、轻松，具有娱乐性和话题性。",0.68,0.75,0.8,0.65
654552,"重生后，才发现校花也喜欢我【超长电影版】","https://b23.tv/BV12RQqYHE3q","BV12RQqYHE3q",5089795,24332,72833,101568,4126,317691,28986310692,"同人·手书","http://i0.hdslb.com/bfs/archive/ca1a40ed9c1c61d76896dcd8a95070d718ad36e9.jpg",6786,4078787,34923855,592,58992.99831081081,"merged.csv","图中有标题文字，内容为“重生后才发现校花也喜欢我”，字体为黑色，大小适中，样式为简体字。画面构图简洁，左侧男生低头，右侧女生微笑，形成对比；色彩风格明亮活泼，以蓝色和黄色为主；吸睛元素是人物的表情和对话框文字；整体感觉轻松幽默，充满戏剧性。",0.6,0.7,0.75,0.6
86439234,"200W粉丝UP主的父母竟是这样的人？！","https://b23.tv/BV1ZbXCY4Ekg","BV1ZbXCY4Ekg",1342099,2620,5864,51701,375,5264,28988736254,"汽车生活","http://i0.hdslb.com/bfs/archive/ee79a59a5418a78610de282d9beed0dad8fd9b87.jpg",830,2224425,16867605,349,48331.24641833811,"1.csv","图中有标题文字，文字为“扫兴父母？”字体为白色，粗体，大小适中，位于图片左上角。画面构图为车内场景，三人坐在车内，表情各异；色彩风格偏向自然色调，以车内暖色为主；吸睛元素为人物表情和标题文字；整体感觉轻松幽默，带有些许调侃意味。",0.75,0.65,0.7,0.55
470346704,"加油孩子！","https://b23.tv/BV1F8XVYLEDZ","BV1F8XVYLEDZ",9416913,5366,22044,511528,28277,122776,28930805703,"搞笑","http://i0.hdslb.com/bfs/archive/728a2a70d7f2f43d186a2a953f239da71d3b9237.jpg",145,194679,4637671,122,38013.69672131148,"1.csv","图中无标题文字。画面构图为两个人物握手的场景，前景突出，背景为模糊的人群，形成对比。色彩风格以冷色调为主，人物着装以深色为主，背景较为单一。吸睛元素为前景中的人物互动，整体感觉正式、庄重且略显紧张。",0.5,0.6,0.55,0.45
3546567908788671,"《师父》里最硬的女子，第一人称自述：他犯的事，我担着！","https://b23.tv/BV1SgQDYfEBx","BV1SgQDYfEBx",6432299,4664,102690,563875,17477,109484,28882964229,"影视杂谈","http://i2.hdslb.com/bfs/archive/d26fa7ae9d6cdfc5c35f015b7c0d27e0f067df70.jpg",656,46076,205964,8,25745.5,"1.csv","图中有标题文字，上方为中文“独白”，下方为英文“The Master”。中文标题为大号加粗字体，英文标题为较小的斜体。画面构图为两人并肩站立，背景模糊，突出人物主体。色彩风格偏冷调，以灰蓝和白色为主，营造出一种冷静、严肃的氛围。吸睛元素是人物表情和文字标题。整体感觉沉稳、内敛，带有一种神秘感。",0.65,0.7,0.75,0.6
98627270,"【独家】《凡人修仙传之外海风云》第11集【总第135集】","https://b23.tv/BV1dqX1YfEi8","BV1dqX1YfEi8",5821403,82560,87410,82875,1213,10527,28998632408,"国产动画","http://i2.hdslb.com/bfs/archive/846dbbd9b17292a5fc948327444b083be1357878.jpg",1232,6131538,215664091,9614,22432.2957145829,"1.csv","图中有标题文字，内容为“凡人修仙传之仙界篇”，字体为红色，大小适中，采用古风书法样式。画面构图以人物为主，居中偏右位置，背景为模糊的自然景观，营造出仙侠氛围。色彩风格以冷色调为主，人物服饰细节丰富，吸睛元素为人物面部表情和眼神。整体感觉神秘、古典且充满仙侠气息。",0.7,0.75,0.8,0.65
5970160,"小羊村","https://b23.tv/BV1aHXkYVEHC","BV1aHXkYVEHC",6351206,35653,165082,432841,9341,128560,28992540243,"搞笑","http://i2.hdslb.com/bfs/archive/a70fa359df821e07862c2d926958ab052924ad9b.jpg",2297,13674894,153543048,339,452929.34513274336,"1.csv","图中有标题文字，文字为“哈哈”，字体为白色，大小适中，粗体风格。画面构图简单，主体为一个戴着橙色帽子的人物，表情夸张，背景为纯绿色。色彩风格鲜明对比强烈，吸睛元素为人物的夸张表情和鲜艳的帽子。整体感觉幽默、搞笑且具有强烈的视觉冲击力。",0.55,0.65,0.7,0.5
20457232,"内娱“黑社会”驾到，通通闪开！全网闹事，刷新下限【 内娱315事件】","https://b23.tv/BV1xXXnYkEDd","BV1xXXnYkEDd",6952700,67676,421470,549702,35959,91252,29000008677,"娱乐杂谈","http://i2.hdslb.com/bfs/archive/dd16e7144289e2a56b893e158c255c1bffb6c153.jpg",785,2275529,25279670,306,82613.30065359476,"1.csv","图中有标题文字，文字为“内娱‘黑社会’”，字体为粗体白色，背景为紫色渐变，大小适中且醒目。画面构图采用四人并排站立的形式，色彩风格偏向冷色调，人物表情各异，吸睛元素包括人物的妆容、服饰和背景的紫色渐变。整体感觉犀利、直接且具有争议性。",0.78,0.8,0.85,0.75
417296980,"别再用说话的方式讨论CODM","https://b23.tv/BV1uAXrYqEiw","BV1uAXrYqEiw",1850731,2643,12012,98498,8347,18869,28999156957,"电子竞技","http://i2.hdslb.com/bfs/archive/a3c29b14d1fba05e8e6a73c6b0a9ce5260f701df.jpg",285,1477130,8178965,1226,6671.260195758565,"1.csv","图中有标题文字，内容为“别再用说话的方式讨论CODMW”，字体为白色，大小适中，样式为简洁现代的无衬线字体。画面构图为两人站在高科技背景前，左侧人物戴黄色帽子，右侧人物戴墨镜，整体色彩以蓝灰为主，科技感强烈。吸睛元素包括人物表情和背景的屏幕元素。整体感觉充满未来感和紧张感。",0.75,0.68,0.85,0.72
346563107,"甚至还没说一句谢谢：懂王称愿自掏腰包付宇航员加班工资","https://b23.tv/BV1fXXWYuEPG","BV1fXXWYuEPG",1140165,3133,3185,63358,725,3600,29008728035,"社科·法律·心理","http://i1.hdslb.com/bfs/archive/4ffbc782b24d61794f129c739e2c7bfc4e88f1f5.jpg",457,4909127,119332335,1511,78975.73461283918,"1.csv","图中有标题文字，内容为“懂王：愿自掏腰包付‘悬天二老’加班工资”，字体为白色加粗，背景为红色，大小适中，突出醒目。画面构图为人物头像居中，背景为美国国旗，色彩风格以红色和蓝色为主，吸睛元素为人物表情夸张、标题文字醒目。整体感觉幽默诙谐，带有讽刺意味。",0.82,0.79,0.78,0.81
3546630773016865,"【时代少年团】《非去不可》EP02：海会再相遇","https://b23.tv/BV1uuXpYDEe5","BV1uuXpYDEe5",2013777,418738,25691,71395,2139,24198,29004728990,"明星综合","http://i0.hdslb.com/bfs/archive/f042b0c101fb374bcf6fc4e666d6fd6a498dbd39.jpg",4146,2996813,12359078,1021,12104.875612144957,"1.csv","图中有标题文字，内容为“非去不可”，字体较大，采用粗体黑体字，醒目突出。画面构图中，四个人物站成一排，手持不同物品（如篮球、书本），背景是雪地和热气球，营造出冒险和探索的氛围。色彩风格以冷色调为主，雪地的白色与人物的暖色服装形成对比。吸睛元素包括人物的表情和动作、标题文字以及背景中的热气球。整体感觉活泼、充满冒险精神且略带幽默感。",0.88,0.85,0.9,0.87
63231,"新番时光机！十年前的观众都在看什么神片？「2015年1月篇」泛式","https://b23.tv/BV1e6XpYbEKz","BV1e6XpYbEKz",2216458,17925,82751,207050,8335,42903,29002435676,"动漫杂谈","http://i1.hdslb.com/bfs/archive/71cf6581c2177e5ff4f64049064ac9313c8f4882.jpg",712,6283741,63625680,618,102954.17475728157,"1.csv","图中有标题文字，文字为“尽全力！”（日文：がんばれ！），字体较大，粗体，颜色为黄色，带有黑色描边，醒目突出。

画面构图以一个惊讶的动漫角色为主，表情夸张，眼睛睁大、张嘴大喊，营造紧张或兴奋的氛围。色彩风格鲜艳，以黄色和粉色为主调，吸睛元素是角色的表情和大号文字。整体感觉活泼、充满动感，传达出一种积极或紧张的情绪。",0.7,0.65,0.8,0.75
1712395,"求求你，别再刀了！B站陈奕迅《跳楼机》真.粤语版","https://b23.tv/BV1daXrY2EPt","BV1daXrY2EPt",3796719,2212,176796,236557,79926,140592,28986835693,"翻唱","http://i1.hdslb.com/bfs/archive/2527dbe79bcb80c87b311e821288d7613d0ccd8e.jpg",206,349948,4363248,345,12647.095652173914,"1.csv","图中有标题文字，文字为“跳楼机”和“真·粤语版”，字体较大，采用粗体黑色字，背景为白色。画面构图以人物演唱为主，人物居中偏下，背景简洁。色彩风格以黑白为主，突出人物面部表情和眼神。吸睛元素为人物的演唱状态和标题文字。整体感觉简洁、专注，传达出音乐的现场感和真实感。",0.65,0.72,0.68,0.6
568588287,"自己用菠萝制作菠萝啤太好喝了","https://b23.tv/BV1tHXKYqEob","BV1tHXKYqEob",3576191,2617,4222,173344,1861,14162,28965798348,"三农","http://i2.hdslb.com/bfs/archive/531447963d7e97b9fe137843599968f9e90f4569.jpg",210,578846,6708617,117,57338.60683760684,"1.csv","图中无标题文字。画面展示了一个切开的菠萝，内部装有白色颗粒状物体，可能是糖或果冻，上方有液体从瓶中倒入。构图以菠萝为中心，背景为木质桌面，色彩以黄色、白色和木质棕色为主，风格自然质朴。吸睛元素是流动的液体与菠萝内部的对比，整体感觉清新、生活化且富有动感。",0.55,0.6,0.7,0.5
647409444,"《无期迷途》限时活动——「恒沙的箴言」","https://b23.tv/BV1seXkYNEMs","BV1seXkYNEMs",608544,926,3252,21197,2088,2904,28991031921,"手机游戏","http://i2.hdslb.com/bfs/archive/19b1b082f86e60890c140a90d9ca7e3cc9d4002e.jpg",136,1551592,11667438,342,34115.31578947369,"1.csv","图中有标题文字，文字为“铭沙”，字体较大，采用金色与白色渐变设计，具有古典与神秘感。画面构图以女性角色为主体，居中偏右站立，背景为室内场景，带有复古氛围。色彩风格偏暖色调，金色与白色为主，营造出梦幻与高贵的感觉。吸睛元素为女性角色的长发和服饰细节，整体感觉优雅、神秘且富有故事性。",0.78,0.75,0.82,0.8
23947287,"谁是德国最强刺客？【硬核狠人79】","https://b23.tv/BV1mzXAYtEjS","BV1mzXAYtEjS",3812393,30539,292355,327733,20887,90732,28965604215,"人文历史","http://i2.hdslb.com/bfs/archive/784658c260c7efa567573c3593f0d1c9cf4a0cfb.jpg",2308,9640569,72415974,204,354980.26470588235,"1.csv","图中有标题文字，内容为“德国工人绝命刺杀”，字体为红色，大小适中，采用粗体样式。画面构图为人物特写，背景为室内环境，色彩风格偏暖色调，主要以红色和棕色为主。吸睛元素为标题文字和人物表情，整体感觉紧张且充满戏剧性。",0.72,0.68,0.75,0.7
1986039004,"为了这碗汤，燃尽了！","https://b23.tv/BV1RgXMYXE2X","BV1RgXMYXE2X",5322617,2228,11276,263889,5607,14987,28914813399,"美食制作","http://i1.hdslb.com/bfs/archive/053976d9a5d4d871306da736a4830caa165774ac.jpg",121,2669476,43774996,274,159762.75912408758,"1.csv","图中无标题文字。画面构图以一碗热气腾腾的面条为主，筷子夹起一块牛肉，背景虚化突出食物主体。色彩风格以暖色调为主，面条的棕色、牛肉的深色和汤汁的红棕色形成对比，视觉上温暖而诱人。吸睛元素为食物的细节和热气，整体感觉舒适、家常且令人垂涎。",0.6,0.65,0.75,0.55
3546772968311318,"用白砂糖做了一只牛蛙，外面抓的哪有自己做的香","https://b23.tv/BV1nqX6YsEtd","BV1nqX6YsEtd",3273529,2890,34688,241015,17207,51929,28988277862,"手工","http://i0.hdslb.com/bfs/archive/264856bf301e18e44ce9e9a3a9f3c0d20b6c6e29.jpg",119,78280,508442,48,10592.541666666666,"1.csv","图中有标题文字，内容为“牛蛙”，字体为白色，大小适中，样式为粗体。画面构图简单，青蛙位于中央偏左，背景为浅色，色彩风格以绿色和白色为主，整体感觉清新自然。吸睛元素为青蛙本身和大号标题文字。",0.5,0.55,0.65,0.45
703186600,"doge两月树敌无数，马斯克能走到对岸吗？","https://b23.tv/BV1xoXpYmE3g","BV1xoXpYmE3g",1614973,10464,16266,92985,1812,8840,29003157281,"社科·法律·心理","http://i2.hdslb.com/bfs/archive/4af8aed7a9993812bf3efccecaedf6eb007e8e2f.jpg",1689,2380467,26443973,353,74912.10481586402,"1.csv","图中有标题文字，内容为“DOGE两月树敌无数，马斯克能走到对岸吗？”，字体为白色，大小适中，样式为简洁的无衬线字体。画面构图以人物为主，背景较暗，人物穿着黑色西装，戴着黑色帽子，手势生动。色彩风格以黑色和暗色调为主，突显人物和标题。吸睛元素为人物表情和手势，以及标题文字。整体感觉紧张且引人深思。",0.85,0.75,0.9,0.8
23423168,"小学生逆天作业合集！语文老师都看哭了！","https://b23.tv/BV1kXXNY4EYF","BV1kXXNY4EYF",2893641,4798,69910,199312,3167,50093,28966456719,"搞笑","http://i1.hdslb.com/bfs/archive/db1943ac4904750a4fb96ab85b0260c498a72186.jpg",356,1808346,18946267,458,41367.39519650655,"1.csv","图中有标题文字，文字为“小学生作业”，字体较大，颜色为黄色，粗体样式。画面构图以人物为中心，人物表情专注，背景模糊突出主体。色彩风格以黄色和白色为主，简洁明快。吸睛元素为人物表情和标题文字。整体感觉活泼、有趣，吸引观众注意力。",0.7,0.8,0.75,0.65
652096797,"上大学时，我就欠了一屁股.……..债！","https://b23.tv/BV159X6YCENK","BV159X6YCENK",1878429,299,7995,167062,492,8219,25774135794,"绘画","http://i2.hdslb.com/bfs/archive/40588aab2eca5b772d1e1a40983a34627e0a279a.jpg",203,1669008,20488588,203,100929.00492610838,"1.csv","图中无标题文字。画面构图以密集的人群为背景，中间突出一个戴红色帽子的卡通形象，形成视觉焦点。色彩风格以灰、黑为主，点缀红色，简约而鲜明。吸睛元素是中央的卡通形象，整体感觉幽默、轻松且略带夸张。",0.6,0.7,0.65,0.75
7584632,"【纪录片】你好，12315 第二集 有坑，别踩！","https://b23.tv/BV1FHXrYsE5A","BV1FHXrYsE5A",5153575,2985,2580,12413,2192,5879,28984935540,"社会·美食·旅行","http://i0.hdslb.com/bfs/archive/752aa6647a699d128a178c67deeeb8a101f0f0f8.png",2175,8999959,94847472,17565,5399.799146029035,"1.csv","图中有标题文字，内容为“哇！有坑，别踩！”，字体为白色，大小适中，粗体样式。画面构图为两人对话场景，一人穿着警服，另一人穿着红色上衣，背景为室内办公环境。色彩风格以冷色调为主，突显严肃氛围。吸睛元素为标题文字和人物表情动作。整体感觉紧张且具有警示意味。",0.75,0.65,0.7,0.6
2051039345,"2分钟记录 用麻辣烫收养的30多只流浪狗前后变化","https://b23.tv/BV1AEXCYNEAK","BV1AEXCYNEAK",2552644,1315,569420,556467,2491,38728,28989130288,"汪星人","http://i2.hdslb.com/bfs/archive/1cb37f5dc8c92ce28d326e5d2da815eb9b6c6f64.jpg",108,311299,7374884,70,105355.4857142857,"1.csv","图中无标题文字。画面构图以三只狗为主，前景为一只穿红色衣服的小狗，中景为一只白色小狗，背景为一只黑白相间的狗。色彩风格以暖色调为主，地面为浅色瓷砖，狗狗颜色对比鲜明。吸睛元素是前景小狗的红色衣服和三只狗的互动姿态。整体感觉温馨、可爱，充满生活气息。",0.65,0.8,0.85,0.7
3493089977043464,"【轰】领了个结婚证，但破口大骂！！","https://b23.tv/BV1rBX6Y9E5K","BV1rBX6Y9E5K",2015478,53747,152032,241974,1112,51789,28988280781,"配音","http://i2.hdslb.com/bfs/archive/cd81afffbf55124da3113da4e35962eb258bbc61.jpg",187,2752980,21160695,183,115632.2131147541,"1.csv","图中无标题文字。画面构图以中心人物为主，四周火焰环绕，形成强烈的视觉冲击；色彩风格以橙红为主，充满热烈与动感；吸睛元素为人物夸张的表情和手中持有的红色物品（类似证件），整体感觉活泼、紧张且充满戏剧性。",0.8,0.75,0.8,0.85
402576555,"【花小烙】不小心食物中毒，身体里会发生什么？","https://b23.tv/BV1XTXsYfE8A","BV1XTXsYfE8A",1507879,2315,14002,92892,2531,19547,29009513227,"科学科普","http://i1.hdslb.com/bfs/archive/01b89fe5387299ae56fffae930a2e95a86b8f7a9.jpg",329,5110268,37122160,272,136478.5294117647,"1.csv","图中有标题文字，分别是“食物”和“中毒”，字体为白色，大小适中，采用简洁的黑体或类似字体。画面构图以一个卡通人物为中心，人物表情痛苦地趴在马桶上，周围有呕吐物和污渍，突出“中毒”主题。色彩风格偏向冷色调，背景为深紫色，人物和文字对比鲜明。吸睛元素是夸张的表情和动作，整体感觉幽默且略带夸张，传达了食物中毒的不适感。",0.7,0.65,0.75,0.7
3546559413225949,"压倒大学生的最后一棵稻草出现了....","https://b23.tv/BV1NNXNY8ErC","BV1NNXNY8ErC",1859964,699,1442,94573,517,5745,28969468400,"搞笑","http://i0.hdslb.com/bfs/archive/1869100ffd6bf4704c3a4944195822299ce793df.jpg",243,642196,2880539,71,40570.97183098592,"1.csv","图中有标题文字，内容为“结课论文.docx”，字体为标准的系统默认样式，大小适中，清晰可辨。画面构图简洁，主要由聊天界面组成，左侧有头像和文件信息，右侧有绿色气泡和表情符号。色彩风格以白色为主，点缀绿色和灰色，整体感觉清新、简洁且现代。吸睛元素为绿色气泡中的“重写”文字和表情符号，突出互动感。",0.55,0.6,0.65,0.5
6336952,"我教美国人打MG42机枪？价值40W元！盟军最怕的武器？","https://b23.tv/BV11zXGYJESy","BV11zXGYJESy",2667136,8844,47693,142985,3188,60613,28922741570,"出行","http://i2.hdslb.com/bfs/archive/b354ae7f463df5fe4f268b16cefda3126604c5f8.jpg",983,2281702,19175832,545,35185.0128440367,"1.csv","图中有标题文字，内容为“世界最强机枪”，字体较大，为粗体黑体字，醒目突出。画面构图中，两人手持机枪，前景突出，背景模糊，形成对比。色彩风格以冷色调为主，突显军事氛围。吸睛元素包括人物表情、机枪细节和标题文字。整体感觉紧张、刺激且充满力量感。",0.75,0.7,0.8,0.75
3546870544599475,"青春期时，那是真的忍不住亲上去的","https://www.bilibili.com/video/BV1J3XWYMEqb","BV1J3XWYMEqb",450,0,0,2,0,1,29011543932,"影视剪辑","http://i0.hdslb.com/bfs/archive/b4f33ce2af96f2a0838c1d97cc960562dfcf19ed.jpg",228,1239,380,16,23.75,"1.csv","图中有标题文字，内容为“想给女孩打针”，字体为简体中文，大小适中，黑色，无特殊样式。画面构图为两人亲吻的场景，色彩风格偏向柔和的暖色调，背景为室内走廊。吸睛元素为人物表情和动作的亲密感。整体感觉温馨、浪漫且略带戏剧性。",0.6,0.75,0.7,0.65
